# InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





# One-dimensional model
# Timestep=  12000
# j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
 952 2.38125E+19 0.000022729823004 0.010271 0.205504 20051.689077913943038 0.190600 20051.613862348662224 0.000004 20051.309706111540436 0.000155 20047.675983474004170 0.014903 20051.613858541400987 0.0000000000
 953 2.38375E+19 0.000024632244823 0.010570 0.205498 20051.529187821419328 0.190598 20051.451701194637280 0.000005 20051.138349922592170 0.000159 20047.363509122234973 0.014898 20051.451696578835254 0.0000000000
 954 2.38625E+19 0.000026693874858 0.010879 0.205491 20051.364394760814321 0.190596 20051.284564677262097 0.000005 20050.961724169919762 0.000164 20047.038960291316471 0.014894 20051.284559175099275 0.0000000000
 955 2.38875E+19 0.000028928034279 0.011196 0.205484 20051.194544304336887 0.190594 20051.112295740902482 0.000006 20050.779661033753655 0.000169 20046.701765592490119 0.014889 20051.112289267664892 0.0000000000
 956 2.39125E+19 0.000031349158513 0.011523 0.205477 20051.019484902491968 0.190592 20050.934740087439422 0.000006 20050.591994953116227 0.000173 20046.351328601460409 0.014884 20050.934732550951594 0.0000000000
 957 2.39375E+19 0.000033972890398 0.011859 0.205469 20050.839034033011558 0.190590 20050.751712318058708 0.000006 20050.398528735891887 0.000179 20045.986991984893393 0.014879 20050.751703617930616 0.0000000000
 958 2.39625E+19 0.000036816181120 0.012205 0.205462 20050.653028338456352 0.190588 20050.563046062936337 0.000007 20050.199083657847950 0.000184 20045.608085528714582 0.014873 20050.563036089846719 0.0000000000
 959 2.39875E+19 0.000039897399573 0.012561 0.205454 20050.461289755687176 0.190585 20050.368560102291667 0.000008 20049.993465547639062 0.000189 20045.213889943635877 0.014868 20050.368548737184028 0.0000000000
 960 2.40125E+19 0.000043236450857 0.012927 0.205446 20050.263633617603773 0.190583 20050.168066459151305 0.000008 20049.781472842427320 0.000195 20044.803642503709852 0.014862 20050.168053572306235 0.0000000000
 961 2.40375E+19 0.000046854904667 0.013304 0.205437 20050.059868346059375 0.190580 20049.961370082484791 0.000009 20049.562896230407205 0.000200 20044.376534088787594 0.014856 20049.961355532555899 0.0000000000
 962 2.40625E+19 0.000050776134397 0.013692 0.205429 20049.849795114896551 0.190577 20049.748268499737605 0.000010 20049.337518260435900 0.000206 20043.931706004361331 0.014850 20049.748252132649213 0.0000000000
 963 2.40875E+19 0.000055025467857 0.014091 0.205420 20049.633207507074985 0.190574 20049.528551462750329 0.000010 20049.105112941095285 0.000212 20043.468246588403417 0.014844 20049.528533110536955 0.0000000000
 964 2.41125E+19 0.000059630350562 0.014501 0.205410 20049.409891136951046 0.190571 20049.302000557905558 0.000011 20048.865445300743886 0.000218 20042.985187558624602 0.014838 20049.301980037394969 0.0000000000
 965 2.41375E+19 0.000064620522653 0.014924 0.205400 20049.179623253283353 0.190568 20049.068388796051295 0.000012 20048.618270923463569 0.000225 20042.481500103960570 0.014831 20049.068365907442058 0.0000000000
 966 2.41625E+19 0.000070028210561 0.015358 0.205390 20048.942172322356782 0.190565 20048.827480181535066 0.000013 20048.363335459875088 0.000231 20041.956090697185573 0.014824 20048.827454706817662 0.0000000000
 967 2.41875E+19 0.000075888334665 0.015806 0.205380 20048.697297574381082 0.190561 20048.579029243403056 0.000014 20048.100374095964071 0.000238 20041.407796599170979 0.014818 20048.579000944653671 0.0000000000
 968 2.42125E+19 0.000082238734257 0.016266 0.205369 20048.444748527628690 0.190558 20048.322780543283443 0.000016 20047.829110993247014 0.000245 20040.835381043099915 0.014810 20048.322749160764943 0.0000000000
 969 2.42375E+19 0.000089120411260 0.016739 0.205358 20048.184259750265483 0.190554 20048.058463419321924 0.000017 20047.549253959699854 0.000252 20040.237523335872538 0.014803 20048.058428669410205 0.0000000000
 970 2.42625E+19 0.000096577794248 0.017227 0.205347 20047.915569226621301 0.190550 20047.785810333622067 0.000018 20047.260512719996768 0.000259 20039.612832259139395 0.014796 20047.785771906499576 0.0000000000
 971 2.42875E+19 0.000104659024466 0.017728 0.205335 20047.638389413943514 0.190546 20047.504527908226009 0.000020 20046.962569865099795 0.000267 20038.959811728531349 0.014788 20047.504485465415200 0.0000000000
 972 2.43125E+19 0.000113416265656 0.018244 0.205322 20047.352425529748871 0.190541 20047.214315190289199 0.000022 20046.655099027269898 0.000275 20038.276873363705818 0.014780 20047.214268361851282 0.0000000000
 973 2.43375E+19 0.000122906039682 0.018774 0.205310 20047.057370165239263 0.190537 20046.914858241449110 0.000023 20046.337759370504500 0.000282 20037.562324933755008 0.014772 20046.914806622979086 0.0000000000
 974 2.43625E+19 0.000133189590076 0.019320 0.205296 20046.752902576638007 0.190532 20046.605829403113603 0.000025 20046.010194749302173 0.000291 20036.814363039058662 0.014763 20046.605772552378767 0.0000000000
 975 2.43875E+19 0.000144333275823 0.019882 0.205283 20046.438687928541185 0.190527 20046.286886511814373 0.000028 20045.672032809354278 0.000299 20036.031065269769897 0.014754 20046.286823945105425 0.0000000000
 976 2.44125E+19 0.000156408997877 0.020460 0.205268 20046.114376485071261 0.190521 20045.957672059834294 0.000030 20045.322884023415099 0.000308 20035.210381796008733 0.014746 20045.957603247916268 0.0000000000
 977 2.44375E+19 0.000169494661128 0.021054 0.205253 20045.779602744019940 0.190515 20045.617812296492048 0.000032 20044.962340658588801 0.000317 20034.350126355504472 0.014736 20045.617736660155060 0.0000000000
 978 2.44625E+19 0.000183674674725 0.021666 0.205238 20045.433984506329580 0.190509 20045.266916261989536 0.000035 20044.589975665072416 0.000326 20033.447966586682014 0.014727 20045.266833167177538 0.0000000000
 979 2.44875E+19 0.000199040493936 0.022295 0.205222 20045.077121885413362 0.190503 20044.904574758129456 0.000038 20044.205341489385319 0.000335 20032.501413673457137 0.014717 20044.904483510545106 0.0000000000
 980 2.45125E+19 0.000215691206948 0.022943 0.205205 20044.708596235730511 0.190496 20044.530359235126525 0.000041 20043.807968791526946 0.000345 20031.507811236282578 0.014707 20044.530259074334026 0.0000000000
 981 2.45375E+19 0.000233734170321 0.023609 0.205188 20044.327969013804250 0.190489 20044.143820607321686 0.000045 20043.397365076809365 0.000355 20030.464323433527170 0.014697 20044.143710700191150 0.0000000000
 982 2.45625E+19 0.000253285697072 0.024294 0.205170 20043.934780550596770 0.190482 20043.744487976335222 0.000048 20042.973013219612767 0.000365 20029.367922205059585 0.014686 20043.744367409901315 0.0000000000
 983 2.45875E+19 0.000274471801727 0.024998 0.205151 20043.528548731213959 0.190474 20043.331867257726117 0.000052 20042.534369874538243 0.000376 20028.215373596751306 0.014675 20043.331735031264543 0.0000000000
 984 2.46125E+19 0.000297429006984 0.025723 0.205131 20043.108767581910797 0.190465 20042.905439710000792 0.000057 20042.080863771843724 0.000387 20027.003223111503758 0.014664 20042.905294726340799 0.0000000000
 985 2.46375E+19 0.000322305217034 0.026469 0.205111 20042.674905751857295 0.190456 20042.464660353820364 0.000061 20041.611893883313314 0.000398 20025.727780011398863 0.014653 20042.464501409751392 0.0000000000
 986 2.46625E+19 0.000349260662989 0.027236 0.205090 20042.226404877717869 0.190447 20042.008956268451584 0.000067 20041.126827444066294 0.000410 20024.385100494349899 0.014641 20042.008782044213149 0.0000000000
 987 2.46875E+19 0.000378468926254 0.028026 0.205068 20041.762677825267019 0.190437 20041.537724759404227 0.000072 20040.624997822840669 0.000421 20022.970969671983767 0.014628 20041.537533807008003 0.0000000000
 988 2.47125E+19 0.000410118046219 0.028837 0.205044 20041.283115202902991 0.190426 20041.050339791734586 0.000078 20040.105710633073613 0.000434 20021.480890710179665 0.014616 20041.050130522213294 0.0000000000
 989 2.47375E+19 0.000444411719068 0.029672 0.205020 20040.787049734888569 0.190415 20040.546116275643726 0.000085 20039.568207663047360 0.000446 20019.910030389521125 0.014603 20040.545886944950325 0.0000000000
 990 2.47625E+19 0.000481570595089 0.030531 0.204995 20040.273804449509043 0.190403 20040.024358160149859 0.000092 20039.011714596432284 0.000459 20018.253247587548685 0.014590 20040.024106853623380 0.0000000000
 991 2.47875E+19 0.000521833682422 0.031414 0.204969 20039.742656744561828 0.190390 20039.484322395019262 0.000099 20038.435404555519199 0.000472 20016.505035824033257 0.014576 20039.484047010300856 0.0000000000
 992 2.48125E+19 0.000565459865796 0.032323 0.204941 20039.192844239125407 0.190376 20038.925224670059833 0.000108 20037.838403392492182 0.000486 20014.659506305561081 0.014562 20038.924922898295335 0.0000000000
 993 2.48375E+19 0.000612729549458 0.033257 0.204912 20038.623562038166710 0.190362 20038.346236557550583 0.000117 20037.219786342997395 0.000500 20012.710360748264065 0.014547 20038.345905862584914 0.0000000000
 994 2.48625E+19 0.000663946434223 0.034218 0.204882 20038.033955038736167 0.190346 20037.746477684875572 0.000126 20036.578569666282419 0.000514 20010.650857511544018 0.014532 20037.746115280475351 0.0000000000
 995 2.48875E+19 0.000719439439280 0.035207 0.204850 20037.423133715972654 0.190330 20037.125031375566323 0.000137 20035.913725711990992 0.000529 20008.473799575989688 0.014517 20037.124634200241417 0.0000000000
 996 2.49125E+19 0.000779564780225 0.036223 0.204817 20036.790142241614376 0.190312 20036.480912609007646 0.000148 20035.224150243477197 0.000544 20006.171472588506731 0.014501 20036.480477298318874 0.0000000000
 997 2.49375E+19 0.000844708215626 0.037269 0.204782 20036.133973742158560 0.190294 20035.813083105855185 0.000161 20034.508676841342094 0.000560 20003.735628335452930 0.014485 20035.812605961906229 0.0000000000
 998 2.49625E+19 0.000915287475309 0.038344 0.204745 20035.453561559555965 0.190274 20035.120442400198954 0.000174 20033.766067226275482 0.000576 20001.157441874049255 0.014468 20035.119919358061452 0.0000000000
 999 2.49875E+19 0.000991754884543 0.039449 0.204707 20034.747774932038737 0.190252 20034.401823314194189 0.000189 20032.995005917502567 0.000592 19998.427470802111202 0.014451 20034.401249904924043 0.0000000000
1000 2.50125E+19 0.001074600199269 0.040586 0.204667 20034.015414325607708 0.190229 20033.655987064434157 0.000205 20032.194094448637770 0.000609 19995.535611720744782 0.014434 20033.655358374344360 0.0000000000
1001 2.50375E+19 0.001164353668624 0.041755 0.204624 20033.255206389487284 0.190205 20032.881617970979278 0.000222 20031.361845103900123 0.000627 19992.471053711426066 0.014416 20032.880928596834565 0.0000000000
1002 2.50625E+19 0.001261589342083 0.042957 0.204580 20032.465798504410486 0.190179 20032.077317736333498 0.000240 20030.496674133508350 0.000645 19989.222228640563117 0.014397 20032.076561736048461 0.0000000000
1003 2.50875E+19 0.001366928639755 0.044193 0.204533 20031.645752880711370 0.190151 20031.241599248372950 0.000260 20029.596894394024275 0.000663 19985.776758084510220 0.014378 20031.240770086693374 0.0000000000
1004 2.51125E+19 0.001481044205563 0.045464 0.204483 20030.793540179362026 0.190121 20030.372879877955711 0.000282 20028.660707372571778 0.000682 19982.121396676935547 0.014358 20030.371970366730238 0.0000000000
1005 2.51375E+19 0.001604664064311 0.046771 0.204431 20029.907532600609557 0.190089 20029.469474213103240 0.000305 20027.686194526675536 0.000702 19978.241971645926242 0.014338 20029.468476445606939 0.0000000000
1006 2.51625E+19 0.001738576104963 0.048114 0.204376 20028.985996402672754 0.190054 20028.529586188298708 0.000331 20026.671307884429552 0.000722 19974.123318321409897 0.014317 20028.528491466939158 0.0000000000
1007 2.51875E+19 0.001883632913797 0.049496 0.204318 20028.027083798006061 0.190017 20027.551300553517649 0.000359 20025.613859835506446 0.000742 19969.749211372523860 0.014295 20027.550099310385121 0.0000000000
1008 2.52125E+19 0.002040756982470 0.050916 0.204256 20027.028824167155108 0.189978 20026.532573617867456 0.000388 20024.511512031807797 0.000763 19965.102291519699065 0.014273 20026.531255327354302 0.0000000000
1009 2.52375E+19 0.002210946317412 0.052375 0.204191 20025.989114536441775 0.189935 20025.471223210304743 0.000421 20023.361763321794569 0.000785 19960.163987475149042 0.014251 20025.469776293091854 0.0000000000
1010 2.52625E+19 0.002395280478381 0.053876 0.204122 20024.905709242251760 0.189890 20024.364917774251808 0.000456 20022.161936614906153 0.000807 19954.914432831545128 0.014227 20024.363329491818149 0.0000000000
1011 2.52875E+19 0.002594927075327 0.055418 0.204050 20023.776208721112198 0.189841 20023.211164529857342 0.000494 20020.909164587003033 0.000830 19949.332377641047060 0.014203 20023.209420868603047 0.0000000000
1012 2.53125E+19 0.002811148754091 0.057004 0.203973 20022.598047329884139 0.189788 20022.007296601143025 0.000535 20019.600374098015891 0.000854 19943.395094389747101 0.014178 20022.005382145143813 0.0000000000
1013 2.53375E+19 0.003045310702682 0.058633 0.203891 20021.368480120872846 0.189732 20020.750459025544842 0.000579 20018.232269209624064 0.000878 19937.078278095061250 0.014153 20020.748356816959131 0.0000000000
1014 2.53625E+19 0.003298888711033 0.060308 0.203805 20020.084568460726587 0.189671 20019.437593526145065 0.000628 20016.801312650848558 0.000903 19930.355940227389510 0.014127 20019.435284912029601 0.0000000000
1015 2.53875E+19 0.003573477818131 0.062030 0.203713 20018.743164394276391 0.189606 20018.065421938052168 0.000680 20015.303705584927229 0.000928 19923.200296173610695 0.014100 20018.062886402363802 0.0000000000
1016 2.54125E+19 0.003870801581220 0.063799 0.203615 20017.340893627169862 0.189536 20016.630428151671367 0.000736 20013.735365498283500 0.000954 19915.581645953272528 0.014073 20016.627643131268997 0.0000000000
1017 2.54375E+19 0.004192722002316 0.065617 0.203512 20015.874136998369067 0.189460 20015.128838432065095 0.000798 20012.091902021871647 0.000981 19907.468247903849260 0.014044 20015.125779115060141 0.0000000000
1018 2.54625E+19 0.004541250147476 0.067485 0.203402 20014.339010294039326 0.189379 20013.556599950938107 0.000864 20010.368590467798640 0.001008 19898.826185062731383 0.014015 20013.553239056021994 0.0000000000
1019 2.54875E+19 0.004918557494062 0.069405 0.203285 20012.731342242288520 0.189292 20011.909357355460088 0.000935 20008.560342842363752 0.001037 19889.619223989051534 0.013985 20011.905664890575281 0.0000000000
1020 2.55125E+19 0.005326988040543 0.071377 0.203160 20011.046658952491271 0.189198 20010.182435620416072 0.001013 20006.661684522121504 0.001066 19879.808674569347204 0.013954 20010.178378618955321 0.0000000000
1021 2.55375E+19 0.005769071212017 0.073404 0.203028 20009.280123944663501 0.189096 20008.370778298653022 0.001097 20004.666685566560773 0.001095 19869.353197904671106 0.013922 20008.366320531418751 0.0000000000
1022 2.55625E+19 0.006247535592541 0.075486 0.202887 20007.426560163446993 0.188987 20006.468967564873310 0.001188 20002.568973121411545 0.001126 19858.208693750104430 0.013890 20006.464069225832645 0.0000000000
1023 2.55875E+19 0.006765323512346 0.077625 0.202737 20005.480384944872640 0.188870 20004.471156961346423 0.001286 20000.361655517939653 0.001157 19846.328091940438753 0.013856 20004.465774325224629 0.0000000000
1024 2.56125E+19 0.007325606513923 0.079822 0.202576 20003.435584230821405 0.188744 20002.371043133054627 0.001393 19998.037284384554368 0.001189 19833.661179217699100 0.013822 20002.365128182638728 0.0000000000
1025 2.56375E+19 0.007931801715526 0.082078 0.202405 20001.285675112729223 0.188608 20000.161825588609645 0.001508 19995.587803612525022 0.001222 19820.154408877417154 0.013786 20000.155325609637657 0.0000000000
1026 2.56625E+19 0.008587589083761 0.084396 0.202223 19999.023664802276471 0.188461 19997.836162545016123 0.001632 19993.004493088723393 0.001255 19805.750702050394466 0.013750 19997.829019686520041 0.0000000000
1027 2.56875E+19 0.009296929618197 0.086777 0.202028 19996.642005663714372 0.188303 19995.386122443833301 0.001767 19990.277906606072065 0.001290 19790.389240793163481 0.013713 19995.378273241774878 0.0000000000
1028 2.57125E+19 0.010064084440134 0.089221 0.201821 19994.132545885651780 0.188133 19992.803130662076001 0.001912 19987.397803274161561 0.001325 19774.005253250961687 0.013674 19992.794505524230772 0.0000000000
1029 2.57375E+19 0.010893634764488 0.091731 0.201598 19991.486475347319356 0.187950 19990.077910910720675 0.002069 19984.353071691442892 0.001361 19756.529791322340316 0.013635 19990.068433560863923 0.0000000000
1030 2.57625E+19 0.011790502717768 0.094309 0.201361 19988.694266160047846 0.187752 19987.200420729426696 0.002239 19981.131646026471572 0.001398 19737.889501388846838 0.013594 19987.190007609053282 0.0000000000
1031 2.57875E+19 0.012759972945994 0.096955 0.201108 19985.745607330420171 0.187540 19984.159780441637849 0.002423 19977.720413072653173 0.001436 19718.006388878038706 0.013552 19984.148340067909885 0.0000000000
1032 2.58125E+19 0.013807714933647 0.099672 0.200836 19982.629332920911111 0.187310 19980.944194850260828 0.002622 19974.105109216627170 0.001474 19696.797577640154486 0.013509 19980.931627129186381 0.0000000000
1033 2.58375E+19 0.014939805927984 0.102460 0.200547 19979.333343023175985 0.187064 19977.540866879382520 0.002836 19970.270206137545756 0.001514 19674.175065367835487 0.013465 19977.527062373905210 0.0000000000
1034 2.58625E+19 0.016162754331671 0.105322 0.200236 19975.844516787361499 0.186798 19973.935902279084985 0.003068 19966.198783914405794 0.001554 19650.045476578565285 0.013420 19973.920741432702926 0.0000000000
1035 2.58875E+19 0.017483523390313 0.108259 0.199904 19972.148611828171852 0.186511 19970.114199564719456 0.003318 19961.872385194652452 0.001595 19624.309809687187226 0.013373 19970.097551882194239 0.0000000000
1036 2.59125E+19 0.018909554959530 0.111274 0.199549 19968.230178197140049 0.186203 19966.059353231190471 0.003587 19957.270878005045233 0.001638 19596.863212291704258 0.013325 19966.041076419602177 0.0000000000
1037 2.59375E+19 0.020448793088195 0.114366 0.199169 19964.072413200676237 0.185870 19961.753496280551190 0.003878 19952.372252338875114 0.001681 19567.594707643682341 0.013276 19961.733435355545225 0.0000000000
1038 2.59625E+19 0.022109707100012 0.117539 0.198763 19959.657052932121587 0.185513 19957.177177770303388 0.004192 19947.152445852145320 0.001724 19536.386981527190073 0.013225 19957.155164134983352 0.0000000000
1039 2.59875E+19 0.023901313794198 0.120794 0.198327 19954.964226673208032 0.185128 19952.309201233932981 0.004531 19941.585123449669481 0.001769 19503.116153692575608 0.013173 19952.285051740695053 0.0000000000
1040 2.60125E+19 0.025833198317498 0.124133 0.197861 19949.972301979883923 0.184713 19947.126451511172490 0.004895 19935.641437490518001 0.001815 19467.651569824003673 0.013120 19947.099967520767677 0.0000000000
1041 2.60375E+19 0.027915533183935 0.127556 0.197363 19944.657714290875447 0.184267 19941.603703482196579 0.005288 19929.289761071839166 0.001861 19429.855613606832776 0.013065 19941.574669938643638 0.0000000000
1042 2.60625E+19 0.030159094835635 0.131067 0.196829 19938.994779674318124 0.183788 19935.713410930526152 0.005711 19922.495391485510481 0.001908 19389.583544449491455 0.013009 19935.681595476711664 0.0000000000
1043 2.60875E+19 0.032575277048209 0.134666 0.196257 19932.955489266281802 0.183272 19929.425473638901167 0.006167 19915.220220701041399 0.001956 19346.683367146215460 0.012951 19929.390625804739102 0.0000000000
1044 2.61125E+19 0.035176100388196 0.138356 0.195646 19926.509283934403356 0.182718 19922.706980738134007 0.006657 19907.422369520325447 0.002005 19300.995740562178980 0.012891 19922.668831242077431 0.0000000000
1045 2.61375E+19 0.037974216829200 0.142138 0.194992 19919.622807713636575 0.182122 19915.521928268579359 0.007183 19899.055781864768505 0.002055 19252.353933271071583 0.012830 19915.480188483968959 0.0000000000
1046 2.61625E+19 0.040982908529401 0.146013 0.194293 19912.259638594794524 0.181482 19907.830908865616948 0.007749 19890.069775486412254 0.002105 19200.583834904966352 0.012767 19907.785270516997116 0.0000000000
1047 2.61875E+19 0.044216079668463 0.149983 0.193545 19904.379995377305022 0.180796 19899.590771520935959 0.008356 19880.408545320369740 0.002156 19145.504032873992401 0.012702 19899.540906691032433 0.0000000000
1048 2.62125E+19 0.047688240139845 0.154050 0.192745 19895.940419471637142 0.180059 19890.754249444536981 0.009007 19870.010615677587339 0.002208 19086.925964953286893 0.012636 19890.699810992413404 0.0000000000
1049 2.62375E+19 0.051414479799325 0.158216 0.191891 19886.893430839660141 0.179269 19881.269554246166081 0.009706 19858.808237598987034 0.002260 19024.654159066329157 0.012568 19881.210176760043396 0.0000000000
1050 2.62625E+19 0.055410431887351 0.162481 0.190978 19877.187157653774193 0.178422 19871.079934931061871 0.010454 19846.726727941830177 0.002313 18958.486572324687586 0.012498 19871.015236367380567 0.0000000000
1051 2.62875E+19 0.059692224178108 0.166848 0.190005 19866.764939830951334 0.177515 19860.123200655714754 0.011254 19833.683747250397573 0.002367 18888.215042017814994 0.012426 19860.052784848983720 0.0000000000
1052 2.63125E+19 0.064276416369410 0.171318 0.188966 19855.564907332467556 0.176545 19848.331206797807681 0.012110 19819.588514173661679 0.002420 18813.625861697662913 0.012352 19848.254667064826208 0.0000000000
1053 2.63375E+19 0.069179922223428 0.175891 0.187858 19843.519544142101950 0.175508 19835.629313814177294 0.013023 19804.340964454859204 0.002475 18734.500507209795614 0.012276 19835.546237922098953 0.0000000000
1054 2.63625E+19 0.074419915008706 0.180570 0.186678 19830.555186617551954 0.174399 19821.935765850103053 0.013998 19787.830799438030226 0.002529 18650.616457191903464 0.012197 19821.845742670444452 0.0000000000
1055 2.63875E+19 0.080013714889584 0.185355 0.185421 19816.591596515845595 0.173216 19807.161128075917077 0.015037 19769.936564232521050 0.002584 18561.748292332926212 0.012117 19807.063756309154996 0.0000000000
1056 2.64125E+19 0.085978657071315 0.190248 0.184085 19801.541434212795139 0.171954 19791.207606023097469 0.016142 19750.524576261545008 0.002638 18467.668857275140908 0.012035 19791.102505446306168 0.0000000000
1057 2.64375E+19 0.092331939749228 0.195249 0.182665 19785.309776107809739 0.170610 19773.968389458081219 0.017316 19729.447849498748838 0.002693 18368.150666179826658 0.011950 19773.855215227835288 0.0000000000
1058 2.64625E+19 0.099090451238994 0.200359 0.181157 19767.793633087585476 0.169180 19755.326975740426860 0.018562 19706.544970745751925 0.002748 18262.967492229094205 0.011863 19755.205436369156814 0.0000000000
1059 2.64875E+19 0.106270576091686 0.205580 0.179559 19748.881492957636510 0.167661 19735.156493912541919 0.019882 19681.638953020425106 0.002802 18151.896157883958949 0.011773 19735.026373630636954 0.0000000000
1060 2.65125E+19 0.113887980528571 0.210912 0.177866 19728.452903963043354 0.166048 19713.319045171712787 0.021278 19654.536087327665882 0.002856 18034.718527794058900 0.011681 19713.180231487320270 0.0000000000
1061 2.65375E+19 0.121957378169434 0.216355 0.176074 19706.378120012035652 0.164338 19689.665079224108922 0.022751 19625.024820248250762 0.002910 17911.223701760511176 0.011587 19689.517596594756469 0.0000000000
1062 2.65625E+19 0.130492277772243 0.221909 0.174182 19682.517831951201515 0.162529 19664.032830294589075 0.024303 19592.874691765628086 0.002963 17781.210399844050698 0.011490 19663.876880925348814 0.0000000000
1063 2.65875E+19 0.139504715542219 0.227575 0.172186 19656.723012992973963 0.160617 19636.247841078406054 0.025935 19557.835375354439748 0.003015 17644.489525479999429 0.011390 19636.083853954241931 0.0000000000
1064 2.66125E+19 0.149004975487889 0.233353 0.170084 19628.834910039215174 0.158600 19606.122607589069958 0.027648 19519.635870441212319 0.003067 17500.886885449861438 0.011287 19605.951296925457427 0.0000000000
1065 2.66375E+19 0.159001302274040 0.239242 0.167874 19598.685215917685127 0.156476 19573.456382455689891 0.029439 19477.983905599165155 0.003117 17350.246037898519717 0.011182 19573.278816802660003 0.0000000000
1066 2.66625E+19 0.169499612010912 0.245242 0.165554 19566.096460068358283 0.154243 19538.035178405960323 0.031310 19432.565618733922747 0.003166 17192.431231344606203 0.011074 19537.852861651343119 0.0000000000
1067 2.66875E+19 0.180503207379047 0.251352 0.163124 19530.882656703659450 0.151900 19499.632017166746664 0.033258 19383.045587587657792 0.003214 17027.330389235179609 0.010963 19499.446982642064540 0.0000000000
1068 2.67125E+19 0.192012504365015 0.257572 0.160582 19492.850249427890958 0.149447 19458.007471329350665 0.035280 19329.067289323709701 0.003260 16854.858086258966068 0.010848 19457.822390107015963 0.0000000000
1069 2.67375E+19 0.204024778612243 0.263901 0.157931 19451.799389293770219 0.146884 19412.910547371528082 0.037373 19270.254070923445397 0.003305 16674.958454804505891 0.010731 19412.728851638541528 0.0000000000
1070 2.67625E+19 0.216533939906615 0.270337 0.155170 19407.525578902386769 0.144212 19364.079956523914007 0.039532 19206.210711721447296 0.003347 16487.607953133378032 0.010610 19363.905978605784185 0.0000000000
1071 2.67875E+19 0.229530343551926 0.276878 0.152301 19359.821707966362737 0.141433 19311.245815923826740 0.041753 19136.525654594322987 0.003388 16292.817921507006758 0.010486 19311.084943097346695 0.0000000000
1072 2.68125E+19 0.243000647284156 0.283523 0.149329 19308.480495530882763 0.138549 19254.131815087916038 0.044028 19060.773972218627023 0.003426 16090.636849223339595 0.010359 19253.990659750568739 0.0000000000
1073 2.68375E+19 0.256927721876098 0.290269 0.146256 19253.297340653873107 0.135564 19192.457871763595904 0.046351 18978.521118649339769 0.003462 15881.152274801626845 0.010229 19192.344455815917172 0.0000000000
1074 2.68625E+19 0.271290622662751 0.297115 0.143087 19194.073566925551859 0.132483 19125.943286507146695 0.048712 18889.327493770502770 0.003495 15664.492243841839809 0.010095 19125.867237957034376 0.0000000000
1075 2.68875E+19 0.286064627864868 0.304058 0.139827 19130.620027157754521 0.129311 19054.310386920253222 0.051102 18792.753818876921287 0.003526 15440.826254685567619 0.009958 19054.283145754001453 0.0000000000
1076 2.69125E+19 0.301221347822291 0.311094 0.136484 19062.761013709674444 0.126054 18977.288630801198451 0.053511 18688.367286356580735 0.003553 15210.365631209000640 0.009818 18977.323660117846885 0.0000000000
1077 2.69375E+19 0.316728907122071 0.318221 0.133064 18990.338398220403178 0.122720 18894.619113172349898 0.055927 18575.748406220835022 0.003578 14973.363274680295945 0.009674 18894.732110497196118 0.0000000000
1078 2.69625E+19 0.332552199200598 0.325436 0.129577 18913.215903482850990 0.119316 18806.059396466371254 0.058337 18454.498429093746381 0.003600 14730.112762540997210 0.009527 18806.268499113622966 0.0000000000
1079 2.69875E+19 0.348653210425639 0.332734 0.126030 18831.283391326709534 0.115852 18711.388557480491727 0.060730 18324.247181656413886 0.003618 14480.946780567679525 0.009376 18711.714534905670007 0.0000000000
1080 2.70125E+19 0.364991408056300 0.340112 0.122434 18744.461035442658613 0.112336 18610.412320876395825 0.063092 18184.661109621189098 0.003633 14226.234895465595400 0.009222 18610.878746238049644 0.0000000000
1081 2.70375E+19 0.381524183983627 0.347566 0.118799 18652.703238683607196 0.108780 18502.968128927153884 0.065408 18035.451288443873636 0.003645 13966.380696562458979 0.009066 18503.601521657667035 0.0000000000
1082 2.70625E+19 0.398207343920659 0.355091 0.115135 18556.002151882003091 0.105193 18388.929982804140309 0.067666 17876.381136557702121 0.003654 13701.818356732133907 0.008906 18389.759913956680975 0.0000000000
1083 2.70875E+19 0.414995629876820 0.362683 0.111455 18454.390656629093428 0.101587 18268.212883745796717 0.069852 17707.273553008053568 0.003659 13433.008682902087457 0.008744 18269.272036307287635 0.0000000000
1084 2.71125E+19 0.431843262433879 0.370338 0.107768 18347.944688110925199 0.097973 18140.776704254840297 0.071952 17528.017203243911354 0.003660 13160.434744243149908 0.008578 18142.100881531361665 0.0000000000
1085 2.71375E+19 0.448704488622775 0.378050 0.104087 18236.784795632123860 0.094363 18006.629330716605182 0.073953 17338.571694630871207 0.003658 12884.597180305660004 0.008411 18008.257407311284624 0.0000000000
1086 2.71625E+19 0.465534121124489 0.385814 0.100422 18121.076881139506440 0.090767 17865.828953943731904 0.075844 17138.971432792099222 0.003652 12606.009323123305876 0.008241 17867.802765715321584 0.0000000000
1087 2.71875E+19 0.482288055083048 0.393625 0.096784 18001.031991093001125 0.087196 17718.485313867087825 0.077612 16929.327887992501928 0.003643 12325.192119874609489 0.008069 17720.849485506529163 0.0000000000
