# InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





# One-dimensional model
# Timestep=  12000
# j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
 538 1.34625E+19 0.000000000000000 0.000000 0.205641 20049.518931878530566 0.190585 20049.518931404123578 0.000000 20049.518929484594992 0.000000 20049.518910765669716 0.015056 20049.518931404210889 0.0000000000
 539 1.34875E+19 0.000000000000000 0.000000 0.205642 20049.584522394114174 0.190585 20049.584521905824658 0.000000 20049.584519930056558 0.000000 20049.584500662858773 0.015056 20049.584521905911970 0.0000000000
 540 1.35125E+19 0.000000000000000 0.000000 0.205642 20049.649538898887840 0.190586 20049.649538396286516 0.000000 20049.649536362627259 0.000000 20049.649516530997062 0.015056 20049.649538396381104 0.0000000000
 541 1.35375E+19 0.000000000000000 0.000000 0.205643 20049.713986814658711 0.190587 20049.713986297338124 0.000000 20049.713984204066946 0.000000 20049.713963791396964 0.015056 20049.713986297432712 0.0000000000
 542 1.35625E+19 0.000000000000000 0.000000 0.205644 20049.777884767270734 0.190587 20049.777884234783414 0.000000 20049.777882080208656 0.000000 20049.777861069615028 0.015056 20049.777884234885278 0.0000000000
 543 1.35875E+19 0.000000000000000 0.000000 0.205644 20049.841211575330817 0.190588 20049.841211027243844 0.000000 20049.841208809582895 0.000000 20049.841187183432339 0.015056 20049.841211027349345 0.0000000000
 544 1.36125E+19 0.000000000000000 0.000000 0.205645 20049.903985735581955 0.190588 20049.903985171447857 0.000000 20049.903982888812607 0.000000 20049.903960629155335 0.015056 20049.903985171553359 0.0000000000
 545 1.36375E+19 0.000000000000000 0.000000 0.205646 20049.966215767086396 0.190589 20049.966215186417685 0.000000 20049.966212836927298 0.000000 20049.966189925165963 0.015057 20049.966215186519548 0.0000000000
 546 1.36625E+19 0.000000000000000 0.000000 0.205646 20050.027900213794055 0.190590 20050.027899616106879 0.000000 20050.027897197815037 0.000000 20050.027873614835698 0.015057 20050.027899616216018 0.0000000000
 547 1.36875E+19 0.000000000000000 0.000000 0.205647 20050.089047476034466 0.190590 20050.089046860826784 0.000000 20050.089044371667114 0.000000 20050.089020097744651 0.015057 20050.089046860943199 0.0000000000
 548 1.37125E+19 0.000000000000000 0.000000 0.205647 20050.149665952863870 0.190591 20050.149665319630003 0.000000 20050.149662757547048 0.000000 20050.149637772548886 0.015057 20050.149665319746418 0.0000000000
 549 1.37375E+19 0.000000000000000 0.000000 0.205648 20050.209753960421949 0.190591 20050.209753308627114 0.000000 20050.209750671499933 0.000000 20050.209724954496778 0.015057 20050.209753308747167 0.0000000000
 550 1.37625E+19 0.000000000000000 0.000000 0.205649 20050.269323154454469 0.190592 20050.269322483571159 0.000000 20050.269319769231515 0.000000 20050.269293298792036 0.015057 20050.269322483698488 0.0000000000
 551 1.37875E+19 0.000000000000000 0.000000 0.205649 20050.328384958997049 0.190592 20050.328384268457739 0.000000 20050.328381474584603 0.000000 20050.328354228622629 0.015057 20050.328384268588707 0.0000000000
 552 1.38125E+19 0.000000000000000 0.000000 0.205650 20050.386921092176635 0.190593 20050.386920381402888 0.000000 20050.386917505642487 0.000000 20050.386889461482497 0.015057 20050.386920381537493 0.0000000000
 553 1.38375E+19 0.000000000000000 0.000000 0.205650 20050.444952999092493 0.190594 20050.444952267480403 0.000000 20050.444949307497154 0.000000 20050.444920441797876 0.015057 20050.444952267622284 0.0000000000
 554 1.38625E+19 0.000000000000000 0.000000 0.205651 20050.502482048206730 0.190594 20050.502481295174221 0.000000 20050.502478248472471 0.000000 20050.502448537114105 0.015057 20050.502481295316102 0.0000000000
 555 1.38875E+19 0.000000000000000 0.000000 0.205652 20050.559509514147067 0.190595 20050.559508739064768 0.000000 20050.559505603090656 0.000000 20050.559475021287653 0.015057 20050.559508739213925 0.0000000000
 556 1.39125E+19 0.000000000000000 0.000000 0.205652 20050.616046904353425 0.190595 20050.616046106548310 0.000000 20050.616042878689768 0.000000 20050.616011400888965 0.015057 20050.616046106697468 0.0000000000
 557 1.39375E+19 0.000000000000000 0.000000 0.205653 20050.672095409605390 0.190596 20050.672094588404434 0.000000 20050.672091266031202 0.000000 20050.672058865948202 0.015057 20050.672094588560867 0.0000000000
 558 1.39625E+19 0.000000000000000 0.000000 0.205653 20050.727659593929275 0.190596 20050.727658748666727 0.000000 20050.727655328926630 0.000000 20050.727621979694959 0.015057 20050.727658748830436 0.0000000000
 559 1.39875E+19 0.000000000000000 0.000000 0.205654 20050.782743976684287 0.190597 20050.782743106665293 0.000000 20050.782739586746175 0.000000 20050.782705260444345 0.015057 20050.782743106839916 0.0000000000
 560 1.40125E+19 0.000000000000000 0.000000 0.205654 20050.837362787173333 0.190597 20050.837361891663022 0.000000 20050.837358268614480 0.000000 20050.837322936582495 0.015057 20050.837361891837645 0.0000000000
 561 1.40375E+19 0.000000000000000 0.000000 0.205655 20050.891500946763699 0.190598 20050.891500025027199 0.000000 20050.891496295836987 0.000000 20050.891459928690892 0.015057 20050.891500025194546 0.0000000000
 562 1.40625E+19 0.000000000000000 0.000000 0.205656 20050.945172588995774 0.190598 20050.945171640232729 0.000000 20050.945167801801290 0.000000 20050.945130369178514 0.015057 20050.945171640410990 0.0000000000
 563 1.40875E+19 0.000000000000000 0.000000 0.205656 20050.998382054600370 0.190599 20050.998381078024977 0.000000 20050.998377127169078 0.000000 20050.998338597775728 0.015057 20050.998381078214152 0.0000000000
 564 1.41125E+19 0.000000000000000 0.000000 0.205657 20051.051133638608007 0.190599 20051.051132633423549 0.000000 20051.051128566818079 0.000000 20051.051088908581733 0.015057 20051.051132633612724 0.0000000000
 565 1.41375E+19 0.000000000000000 0.000000 0.205657 20051.103431594670838 0.190600 20051.103430560036941 0.000000 20051.103426374276751 0.000000 20051.103385554102715 0.015057 20051.103430560237030 0.0000000000
 566 1.41625E+19 0.000000000000000 0.000000 0.205658 20051.155280132563348 0.190600 20051.155279067614174 0.000000 20051.155274759235908 0.000000 20051.155232743036322 0.015057 20051.155279067814263 0.0000000000
 567 1.41875E+19 0.000000000000000 0.000000 0.205658 20051.206686980611266 0.190601 20051.206685884451872 0.000000 20051.206681449835742 0.000000 20051.206638202736940 0.015057 20051.206685884666513 0.0000000000
 568 1.42125E+19 0.000000000000000 0.000000 0.205659 20051.257649156337720 0.190601 20051.257648028047697 0.000000 20051.257643463493878 0.000000 20051.257598949221574 0.015058 20051.257648028265976 0.0000000000
 569 1.42375E+19 0.000000000000000 0.000000 0.205659 20051.308174294652417 0.190602 20051.308173133307719 0.000000 20051.308168434992695 0.000000 20051.308122616555920 0.015058 20051.308173133525997 0.0000000000
 570 1.42625E+19 0.000000000000000 0.000000 0.205660 20051.358276086106343 0.190602 20051.358274890731991 0.000000 20051.358270054784953 0.000000 20051.358222893893981 0.015058 20051.358274890961184 0.0000000000
 571 1.42875E+19 0.000000000000000 0.000000 0.205660 20051.407942845675279 0.190603 20051.407941615285381 0.000000 20051.407936637653620 0.000000 20051.407888094985537 0.015058 20051.407941615521850 0.0000000000
 572 1.43125E+19 0.000000000000000 0.000000 0.205661 20051.457180990924826 0.190603 20051.457179724464368 0.000000 20051.457174601015140 0.000000 20051.457124636057415 0.015058 20051.457179724700836 0.0000000000
 573 1.43375E+19 0.000000000000000 0.000000 0.205661 20051.505998032738717 0.190604 20051.505996729174512 0.000000 20051.505991455607727 0.000000 20051.505940026789176 0.015058 20051.505996729429171 0.0000000000
 574 1.43625E+19 0.000000000000000 0.000000 0.205662 20051.554401486151619 0.190604 20051.554400144388637 0.000000 20051.554394716313254 0.000000 20051.554341780545656 0.015058 20051.554400144636020 0.0000000000
 575 1.43875E+19 0.000000000000000 0.000000 0.205662 20051.602387949820695 0.190605 20051.602386568738439 0.000000 20051.602380981632450 0.000000 20051.602326494856243 0.015058 20051.602386569000373 0.0000000000
 576 1.44125E+19 0.000000000000000 0.000000 0.205663 20051.649968496923975 0.190605 20051.649967075369204 0.000000 20051.649961324572359 0.000000 20051.649905241330998 0.015058 20051.649967075638415 0.0000000000
 577 1.44375E+19 0.000000000000000 0.000000 0.205663 20051.697139611835155 0.190605 20051.697138148629165 0.000000 20051.697132229364797 0.000000 20051.697074502910255 0.015058 20051.697138148905651 0.0000000000
 578 1.44625E+19 0.000000000000000 0.000000 0.205664 20051.743912330643070 0.190606 20051.743910824559862 0.000000 20051.743904731843941 0.000000 20051.743845314031205 0.015058 20051.743910824843624 0.0000000000
 579 1.44875E+19 0.000000000000000 0.000000 0.205664 20051.790283025286044 0.190606 20051.790281475074153 0.000000 20051.790275203828060 0.000000 20051.790214045107859 0.015058 20051.790281475365191 0.0000000000
 580 1.45125E+19 0.000000000000000 0.000000 0.205665 20051.836272231979819 0.190607 20051.836270636336849 0.000000 20051.836264181340084 0.000000 20051.836201230617007 0.015058 20051.836270636635163 0.0000000000
 581 1.45375E+19 0.000000000000000 0.000000 0.205665 20051.881857144078822 0.190607 20051.881855501673272 0.000000 20051.881848857596196 0.000000 20051.881784062406950 0.015058 20051.881855501986138 0.0000000000
 582 1.45625E+19 0.000000000000000 0.000000 0.205666 20051.927058255561860 0.190608 20051.927056565036764 0.000000 20051.927049726305995 0.000000 20051.926983032495627 0.015058 20051.927056565356907 0.0000000000
 583 1.45875E+19 0.000000000000000 0.000000 0.205666 20051.971875431627268 0.190608 20051.971873691552901 0.000000 20051.971866652427707 0.000000 20051.971798004578886 0.015058 20051.971873691887595 0.0000000000
 584 1.46125E+19 0.000000000000000 0.000000 0.205667 20052.016308464622853 0.190609 20052.016306673554936 0.000000 20052.016299428207276 0.000000 20052.016228768887231 0.015058 20052.016306673896906 0.0000000000
 585 1.46375E+19 0.000000000000000 0.000000 0.205667 20052.060368267761078 0.190609 20052.060366424211679 0.000000 20052.060358966522472 0.000000 20052.060286236937827 0.015058 20052.060366424557287 0.0000000000
 586 1.46625E+19 0.000000000000000 0.000000 0.205667 20052.104054571896995 0.190609 20052.104052674316335 0.000000 20052.104044998122845 0.000000 20052.103970137410215 0.015058 20052.104052674665581 0.0000000000
 587 1.46875E+19 0.000000000000000 0.000000 0.205668 20052.147370787632099 0.190610 20052.147368834444933 0.000000 20052.147360933351592 0.000000 20052.147283879199676 0.015058 20052.147368834819645 0.0000000000
 588 1.47125E+19 0.000000000000000 0.000000 0.205668 20052.190316535736201 0.190610 20052.190314525319991 0.000000 20052.190306392727507 0.000000 20052.190227080780460 0.015058 20052.190314525701979 0.0000000000
 589 1.47375E+19 0.000000000000000 0.000000 0.205669 20052.232902660834952 0.190611 20052.232900591490761 0.000000 20052.232892220603389 0.000000 20052.232810584668186 0.015058 20052.232900591883663 0.0000000000
 590 1.47625E+19 0.000000000000000 0.000000 0.205669 20052.275128726174444 0.190611 20052.275126596203336 0.000000 20052.275117980047071 0.000000 20052.275033952126250 0.015058 20052.275126596607151 0.0000000000
 591 1.47875E+19 0.000000000000000 0.000000 0.205670 20052.317007439429290 0.190611 20052.317005247026827 0.000000 20052.316996378420299 0.000000 20052.316909888337250 0.015058 20052.317005247434281 0.0000000000
 592 1.48125E+19 0.000000000000000 0.000000 0.205670 20052.358523186016100 0.190612 20052.358520929370570 0.000000 20052.358511800859560 0.000000 20052.358422776491352 0.015058 20052.358520929792576 0.0000000000
 593 1.48375E+19 0.000000000000000 0.000000 0.205671 20052.399688604269613 0.190612 20052.399686281503818 0.000000 20052.399676885543158 0.000000 20052.399585252624092 0.015058 20052.399686281944014 0.0000000000
 594 1.48625E+19 0.000000000000000 0.000000 0.205671 20052.440506874165294 0.190613 20052.440504483322002 0.000000 20052.440494812097313 0.000000 20052.440400494164351 0.015058 20052.440504483773111 0.0000000000
 595 1.48875E+19 0.000000000000000 0.000000 0.205671 20052.480981143151439 0.190613 20052.480978682244313 0.000000 20052.480968727642903 0.000000 20052.480871646032028 0.015058 20052.480978682706336 0.0000000000
 596 1.49125E+19 0.000000000000000 0.000000 0.205672 20052.521114527855389 0.190613 20052.521111994821695 0.000000 20052.521101748545334 0.000000 20052.521001822246035 0.015058 20052.521111995305546 0.0000000000
 597 1.49375E+19 0.000000000000000 0.000000 0.205672 20052.560910115254956 0.190614 20052.560907507991942 0.000000 20052.560896961440449 0.000000 20052.560794107088441 0.015058 20052.560907508493983 0.0000000000
 598 1.49625E+19 0.000000000000000 0.000000 0.205673 20052.600370960026339 0.190614 20052.600368276369409 0.000000 20052.600357420833461 0.000000 20052.600251552663394 0.015059 20052.600368276875088 0.0000000000
 599 1.49875E+19 0.000000000000000 0.000000 0.205673 20052.639500086959742 0.190614 20052.639497324649710 0.000000 20052.639486151019810 0.000000 20052.639377180705196 0.015059 20052.639497325180855 0.0000000000
 600 1.50125E+19 0.000000000000000 0.000000 0.205673 20052.678300491817936 0.190615 20052.678297648566513 0.000000 20052.678286147525796 0.000000 20052.678173984109890 0.015059 20052.678297649112210 0.0000000000
 601 1.50375E+19 0.000000000000000 0.000000 0.205674 20052.716775140364916 0.190615 20052.716772213785589 0.000000 20052.716760375758895 0.000000 20052.716644925694709 0.015059 20052.716772214334924 0.0000000000
 602 1.50625E+19 0.000000000000000 0.000000 0.205674 20052.754936292887578 0.190616 20052.754933280557452 0.000000 20052.754921095653117 0.000000 20052.754802262603334 0.015059 20052.754933281121339 0.0000000000
 603 1.50875E+19 0.000000000000000 0.000000 0.205675 20052.792768211642397 0.190616 20052.792765111025801 0.000000 20052.792752569097502 0.000000 20052.792630254010874 0.015059 20052.792765111611516 0.0000000000
 604 1.51125E+19 0.000000000000000 0.000000 0.205675 20052.830283094597689 0.190616 20052.830279903104383 0.000000 20052.830266993674741 0.000000 20052.830141094407736 0.015059 20052.830279903708288 0.0000000000
 605 1.51375E+19 0.000000000000000 0.000000 0.205675 20052.867483791476843 0.190617 20052.867480506462016 0.000000 20052.867467218744423 0.000000 20052.867337630246766 0.015059 20052.867480507084110 0.0000000000
 606 1.51625E+19 0.000000000000000 0.000000 0.205676 20052.904373122782999 0.190617 20052.904369741492701 0.000000 20052.904356064416788 0.000000 20052.904222678655060 0.015059 20052.904369742136623 0.0000000000
 607 1.51875E+19 0.000000000000000 0.000000 0.205676 20052.940957788512605 0.190617 20052.940954308138316 0.000000 20052.940940230320848 0.000000 20052.940802936082036 0.015059 20052.940954308793152 0.0000000000
 608 1.52125E+19 0.000000000000000 0.000000 0.205676 20052.977232750843541 0.190618 20052.977229168482154 0.000000 20052.977214678154269 0.000000 20052.977073360696522 0.015059 20052.977229169155180 0.0000000000
 609 1.52375E+19 0.000000000000000 0.000001 0.205677 20053.013204646696977 0.190618 20053.013200959336245 0.000000 20053.013186044423492 0.000000 20053.013040585923591 0.015059 20053.013200960034737 0.0000000000
 610 1.52625E+19 0.000000000000000 0.000001 0.205677 20053.048876186450798 0.190618 20053.048872391020268 0.000000 20053.048857039062568 0.000000 20053.048707318263041 0.015059 20053.048872391733312 0.0000000000
 611 1.52875E+19 0.000000000000000 0.000001 0.205678 20053.084253988734417 0.190619 20053.084250082072685 0.000000 20053.084234280260716 0.000000 20053.084080172149697 0.015059 20053.084250082818471 0.0000000000
 612 1.53125E+19 0.000000000000000 0.000001 0.205678 20053.119332852369553 0.190619 20053.119328831231542 0.000000 20053.119312566410372 0.000000 20053.119153942396224 0.015059 20053.119328831999155 0.0000000000
 613 1.53375E+19 0.000000000000000 0.000001 0.205678 20053.154119333994458 0.190619 20053.154115195004124 0.000000 20053.154098453604092 0.000000 20053.153935181333509 0.015059 20053.154115195786289 0.0000000000
 614 1.53625E+19 0.000000000000000 0.000001 0.205679 20053.188616040581110 0.190620 20053.188611780289648 0.000000 20053.188594548279070 0.000000 20053.188426491509745 0.015059 20053.188611781093641 0.0000000000
 615 1.53875E+19 0.000000000000000 0.000001 0.205679 20053.222838742894965 0.190620 20053.222834357766260 0.000000 20053.222816620851518 0.000000 20053.222643639375747 0.015059 20053.222834358595719 0.0000000000
 616 1.54125E+19 0.000000000000000 0.000001 0.205679 20053.256763626031898 0.190620 20053.256759112380678 0.000000 20053.256740855678800 0.000000 20053.256562805276189 0.015059 20053.256759113239241 0.0000000000
 617 1.54375E+19 0.000000000000000 0.000001 0.205680 20053.290406398155028 0.190621 20053.290401752237813 0.000000 20053.290382960534771 0.000000 20053.290199692681199 0.015059 20053.290401753114566 0.0000000000
 618 1.54625E+19 0.000000000000000 0.000001 0.205680 20053.323773545722361 0.190621 20053.323768763635599 0.000000 20053.323749421284447 0.000000 20053.323560782933782 0.015059 20053.323768764545093 0.0000000000
 619 1.54875E+19 0.000000000000000 0.000001 0.205680 20053.356859590090608 0.190621 20053.356854667865264 0.000000 20053.356834758724290 0.000000 20053.356640592548501 0.015059 20053.356854668796586 0.0000000000
 620 1.55125E+19 0.000000000000000 0.000001 0.205681 20053.389674957928946 0.190622 20053.389669891450467 0.000000 20053.389649398937763 0.000000 20053.389449542883085 0.015059 20053.389669892414531 0.0000000000
 621 1.55375E+19 0.000000000000000 0.000001 0.205681 20053.422214095877280 0.190622 20053.422208880932885 0.000000 20053.422187787906296 0.000000 20053.421982075320557 0.015059 20053.422208881918777 0.0000000000
 622 1.55625E+19 0.000000000000000 0.000001 0.205681 20053.454487406848784 0.190622 20053.454482039058348 0.000000 20053.454460327950073 0.000000 20053.454248587186157 0.015059 20053.454482040076982 0.0000000000
 623 1.55875E+19 0.000000000000000 0.000001 0.205682 20053.486489267143043 0.190622 20053.486483742039127 0.000000 20053.486461394681101 0.000000 20053.486243448976893 0.015059 20053.486483743090503 0.0000000000
 624 1.56125E+19 0.000000000000000 0.000001 0.205682 20053.518230054480227 0.190623 20053.518224367460789 0.000000 20053.518201365273853 0.000000 20053.517977032817726 0.015059 20053.518224368533993 0.0000000000
 625 1.56375E+19 0.000000000000000 0.000001 0.205682 20053.549704074735928 0.190623 20053.549698221042490 0.000000 20053.549674544821755 0.000000 20053.549443638479715 0.015059 20053.549698222148436 0.0000000000
 626 1.56625E+19 0.000000000000000 0.000001 0.205683 20053.580921684650093 0.190623 20053.580915659400489 0.000000 20053.580891289380816 0.000000 20053.580653616405471 0.015059 20053.580915660546452 0.0000000000
 627 1.56875E+19 0.000000000000000 0.000001 0.205683 20053.611877117411495 0.190624 20053.611870915599866 0.000000 20053.611845831423125 0.000000 20053.611601193719252 0.015059 20053.611870916778571 0.0000000000
 628 1.57125E+19 0.000000000000000 0.000001 0.205683 20053.642589841001609 0.190624 20053.642583457422006 0.000000 20053.642557638195285 0.000000 20053.642305831417616 0.015059 20053.642583458629815 0.0000000000
 629 1.57375E+19 0.000000000000000 0.000001 0.205684 20053.673035764528322 0.190624 20053.673029193862021 0.000000 20053.673002618052124 0.000000 20053.672743432231073 0.015059 20053.673029195113486 0.0000000000
 630 1.57625E+19 0.000000000000000 0.000001 0.205684 20053.703234330110718 0.190625 20053.703227566875285 0.000000 20053.703200212275988 0.000000 20053.702933431221027 0.015059 20053.703227568163129 0.0000000000
 631 1.57875E+19 0.000000000000000 0.000001 0.205684 20053.733179631755775 0.190625 20053.733172670305066 0.000000 20053.733144514128071 0.000000 20053.732869915056654 0.015059 20053.733172671629291 0.0000000000
 632 1.58125E+19 0.000000000000000 0.000001 0.205684 20053.762881968807051 0.190625 20053.762874803345767 0.000000 20053.762845822067902 0.000000 20053.762563175954710 0.015059 20053.762874804706371 0.0000000000
 633 1.58375E+19 0.000000000000000 0.000001 0.205685 20053.792339441362856 0.190625 20053.792332065895607 0.000000 20053.792302235327952 0.000000 20053.792011306413769 0.015059 20053.792332067299867 0.0000000000
 634 1.58625E+19 0.000000000000000 0.000001 0.205685 20053.821550108470547 0.190626 20053.821542516867339 0.000000 20053.821511812155222 0.000000 20053.821212357412151 0.015059 20053.821542518307979 0.0000000000
 635 1.58875E+19 0.000000000000000 0.000001 0.205685 20053.850524237506761 0.190626 20053.850516423401132 0.000000 20053.850484818944096 0.000000 20053.850176588784961 0.015059 20053.850516424885427 0.0000000000
 636 1.59125E+19 0.000000000000000 0.000001 0.205686 20053.879255758187355 0.190626 20053.879247715060046 0.000000 20053.879215184428176 0.000000 20053.878897921615135 0.015059 20053.879247716591635 0.0000000000
 637 1.59375E+19 0.000000000000000 0.000001 0.205686 20053.907754923551693 0.190626 20053.907746644716099 0.000000 20053.907713160777348 0.000000 20053.907386600596510 0.015059 20053.907746646287706 0.0000000000
 638 1.59625E+19 0.000000000000000 0.000001 0.205686 20053.936019698758173 0.190627 20053.936011177291221 0.000000 20053.935976712156844 0.000000 20053.935640582014457 0.015059 20053.936011178906483 0.0000000000
 639 1.59875E+19 0.000000000000000 0.000001 0.205687 20053.964052118230029 0.190627 20053.964043347026745 0.000000 20053.964007871880312 0.000000 20053.963661891397351 0.015060 20053.964043348682026 0.0000000000
 640 1.60125E+19 0.000000000000000 0.000001 0.205687 20053.991850081980374 0.190627 20053.991841053702956 0.000000 20053.991804538978613 0.000000 20053.991448419394146 0.015060 20053.991841055420082 0.0000000000
 641 1.60375E+19 0.000000000000000 0.000001 0.205687 20054.019423804133112 0.190628 20054.019414511272771 0.000000 20054.019376926509722 0.000000 20054.019010370899196 0.015060 20054.019414513037191 0.0000000000
 642 1.60625E+19 0.000000000000000 0.000001 0.205687 20054.046771149856795 0.190628 20054.046761584653723 0.000000 20054.046722898463486 0.000000 20054.046345600741915 0.015060 20054.046761586465436 0.0000000000
 643 1.60875E+19 0.000000000000000 0.000001 0.205688 20054.073898985945561 0.190628 20054.073889140403480 0.000000 20054.073849320560839 0.000000 20054.073460965890263 0.015060 20054.073889142269763 0.0000000000
 644 1.61125E+19 0.000000000000000 0.000001 0.205688 20054.100799422769342 0.190628 20054.100789288666419 0.000000 20054.100748301872954 0.000000 20054.100348566364119 0.015060 20054.100789290583634 0.0000000000
 645 1.61375E+19 0.000000000000000 0.000001 0.205688 20054.127479287737515 0.190629 20054.127468856637279 0.000000 20054.127426668728731 0.000000 20054.127015218753513 0.015060 20054.127468858616339 0.0000000000
 646 1.61625E+19 0.000000000000000 0.000001 0.205688 20054.153940476135176 0.190629 20054.153929739317391 0.000000 20054.153886315099953 0.000000 20054.153462807258620 0.015060 20054.153929741354659 0.0000000000
 647 1.61875E+19 0.000000000000001 0.000002 0.205689 20054.180184866811032 0.190629 20054.180173815311718 0.000000 20054.180129118536570 0.000000 20054.179693199577741 0.015060 20054.180173817403556 0.0000000000
 648 1.62125E+19 0.000000000000001 0.000002 0.205689 20054.206210163032665 0.190629 20054.206198787651374 0.000000 20054.206152781043784 0.000000 20054.205704087187769 0.015060 20054.206198789808695 0.0000000000
 649 1.62375E+19 0.000000000000001 0.000002 0.205689 20054.232026509973366 0.190630 20054.232014801193145 0.000000 20054.231967446394265 0.000000 20054.231505603122059 0.015060 20054.232014803415950 0.0000000000
 650 1.62625E+19 0.000000000000001 0.000002 0.205690 20054.257631580523594 0.190630 20054.257619528583746 0.000000 20054.257570785994176 0.000000 20054.257095408025634 0.015060 20054.257619530879310 0.0000000000
 651 1.62875E+19 0.000000000000001 0.000002 0.205690 20054.283027177720214 0.190630 20054.283014772569004 0.000000 20054.282964601563435 0.000000 20054.282475292275194 0.015060 20054.283014774926414 0.0000000000
 652 1.63125E+19 0.000000000000001 0.000002 0.205690 20054.308215088763973 0.190630 20054.308202320036798 0.000000 20054.308150678756647 0.000000 20054.307647029771033 0.015060 20054.308202322459692 0.0000000000
 653 1.63375E+19 0.000000000000001 0.000002 0.205690 20054.333197080559330 0.190631 20054.333183937615104 0.000000 20054.333130782986700 0.000000 20054.332612374164455 0.015060 20054.333183940107119 0.0000000000
 654 1.63625E+19 0.000000000000001 0.000002 0.205691 20054.357970719134755 0.190631 20054.357957190990419 0.000000 20054.357902478655888 0.000000 20054.357368877248518 0.015060 20054.357957193555194 0.0000000000
 655 1.63875E+19 0.000000000000001 0.000002 0.205691 20054.382546102624474 0.190631 20054.382532178016845 0.000000 20054.382475862272258 0.000000 20054.381926623063919 0.015060 20054.382532180658018 0.0000000000
 656 1.64125E+19 0.000000000000001 0.000002 0.205691 20054.406920767847623 0.190631 20054.406906435120618 0.000000 20054.406848469025135 0.000000 20054.406283133790566 0.015060 20054.406906437838188 0.0000000000
 657 1.64375E+19 0.000000000000001 0.000002 0.205691 20054.431096412212355 0.190631 20054.431081659422489 0.000000 20054.431021994590992 0.000000 20054.430440091506171 0.015060 20054.431081662212819 0.0000000000
 658 1.64625E+19 0.000000000000001 0.000002 0.205692 20054.455074715886440 0.190632 20054.455059530711878 0.000000 20054.454998117329524 0.000000 20054.454399160851608 0.015060 20054.455059533585882 0.0000000000
 659 1.64875E+19 0.000000000000001 0.000002 0.205692 20054.478866302106326 0.190632 20054.478850671872351 0.000000 20054.478787458712759 0.000000 20054.478170949012565 0.015060 20054.478850674833666 0.0000000000
 660 1.65125E+19 0.000000000000001 0.000002 0.205692 20054.502454909255903 0.190632 20054.502438820942189 0.000000 20054.502373755334702 0.000000 20054.501739178023854 0.015060 20054.502438823994453 0.0000000000
 661 1.65375E+19 0.000000000000002 0.000002 0.205692 20054.525851121110463 0.190632 20054.525834561271040 0.000000 20054.525767588860617 0.000000 20054.525114414380369 0.015060 20054.525834564410616 0.0000000000
 662 1.65625E+19 0.000000000000002 0.000002 0.205693 20054.549056551211834 0.190633 20054.549039506033296 0.000000 20054.548970570922393 0.000000 20054.548298254154361 0.015060 20054.549039509267459 0.0000000000
 663 1.65875E+19 0.000000000000002 0.000002 0.205693 20054.572072798153386 0.190633 20054.572055253411236 0.000000 20054.571984298076131 0.000000 20054.571292278043984 0.015060 20054.572055256743624 0.0000000000
 664 1.66125E+19 0.000000000000002 0.000003 0.205693 20054.594901444354036 0.190633 20054.594883385398134 0.000000 20054.594810350637999 0.000000 20054.594098049979948 0.015060 20054.594883388825110 0.0000000000
 665 1.66375E+19 0.000000000000002 0.000003 0.205693 20054.617544056331099 0.190633 20054.617525468111126 0.000000 20054.617450292986177 0.000000 20054.616717117172811 0.015060 20054.617525471636327 0.0000000000
 666 1.66625E+19 0.000000000000002 0.000003 0.205693 20054.640002184063633 0.190633 20054.639983051045419 0.000000 20054.639905672822351 0.000000 20054.639151010109344 0.015060 20054.639983054676122 0.0000000000
 667 1.66875E+19 0.000000000000003 0.000003 0.205694 20054.662277361479937 0.190634 20054.662257667696394 0.000000 20054.662178021786531 0.000000 20054.661401242370630 0.015060 20054.662257671436237 0.0000000000
 668 1.67125E+19 0.000000000000003 0.000003 0.205694 20054.684371107570769 0.190634 20054.684350836603699 0.000000 20054.684268856624840 0.000000 20054.683469312323723 0.015060 20054.684350840445404 0.0000000000
 669 1.67375E+19 0.000000000000003 0.000003 0.205694 20054.706284925228829 0.190634 20054.706264060143440 0.000000 20054.706179677628825 0.000000 20054.705356701364508 0.015060 20054.706264064097923 0.0000000000
 670 1.67625E+19 0.000000000000003 0.000003 0.205694 20054.728020302765799 0.190634 20054.727998826165276 0.000000 20054.727911970716377 0.000000 20054.727064875500218 0.015060 20054.727998830236174 0.0000000000
 671 1.67875E+19 0.000000000000004 0.000003 0.205695 20054.749578711973300 0.190635 20054.749556605907856 0.000000 20054.749467205008841 0.000000 20054.748595284152543 0.015060 20054.749556610106083 0.0000000000
 672 1.68125E+19 0.000000000000004 0.000003 0.205695 20054.770961609960068 0.190635 20054.770938856010616 0.000000 20054.770846835122939 0.000000 20054.769949361016188 0.015060 20054.770938860317983 0.0000000000
 673 1.68375E+19 0.000000000000004 0.000003 0.205695 20054.792170439694019 0.190635 20054.792147018852120 0.000000 20054.792052301167132 0.000000 20054.791128524742817 0.015060 20054.792147023290454 0.0000000000
