# ﻿InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





# One-dimensional model
# Timestep=  12000
# j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
 104 2.61250E+018 0.000000000000000 0.000000 0.199410 19441.975652578083100 0.184810 19441.975652578075824 0.000000 19441.975652578035806 0.000000 19441.975652577893925 0.014600 19441.975652578079462 0.0000000000
 105 2.63750E+018 0.000000000000000 0.000000 0.199503 19451.125428033545177 0.184897 19451.125428033541539 0.000000 19451.125428033497883 0.000000 19451.125428033410572 0.014607 19451.125428033545177 0.0000000000
 106 2.66250E+018 0.000000000000000 0.000000 0.199595 19460.091291312932299 0.184982 19460.091291312932299 0.000000 19460.091291312899557 0.000000 19460.091291312826797 0.014614 19460.091291312932299 0.0000000000
 107 2.68750E+018 0.000000000000000 0.000000 0.199686 19468.879229119404044 0.185065 19468.879229119396769 0.000000 19468.879229119367665 0.000000 19468.879229119225784 0.014620 19468.879229119393131 0.0000000000
 108 2.71250E+018 0.000000000000000 0.000000 0.199774 19477.493000516740722 0.185147 19477.493000516729808 0.000000 19477.493000516715256 0.000000 19477.493000516558823 0.014627 19477.493000516726170 0.0000000000
 109 2.73750E+018 0.000000000000000 0.000000 0.199861 19485.936943089516717 0.185228 19485.936943089516717 0.000000 19485.936943089516717 0.000000 19485.936943089476699 0.014633 19485.936943089516717 0.0000000000
 110 2.76250E+018 0.000000000000000 0.000000 0.199945 19494.215269440006523 0.185306 19494.215269440006523 0.000000 19494.215269439955591 0.000000 19494.215269440013799 0.014639 19494.215269440010161 0.0000000000
 111 2.78750E+018 0.000000000000000 0.000000 0.200029 19502.331542643070861 0.185383 19502.331542643063585 0.000000 19502.331542643067223 0.000000 19502.331542643009016 0.014645 19502.331542643063585 0.0000000000
 112 2.81250E+018 0.000000000000000 0.000000 0.200110 19510.290819277892297 0.185459 19510.290819277881383 0.000000 19510.290819277914125 0.000000 19510.290819277761329 0.014651 19510.290819277885021 0.0000000000
 113 2.83750E+018 0.000000000000000 0.000000 0.200190 19518.096406691074662 0.185533 19518.096406691071024 0.000000 19518.096406691063748 0.000000 19518.096406690860022 0.014657 19518.096406691067386 0.0000000000
 114 2.86250E+018 0.000000000000000 0.000000 0.200269 19525.752056513396383 0.185606 19525.752056513392745 0.000000 19525.752056513374555 0.000000 19525.752056513269054 0.014663 19525.752056513389107 0.0000000000
 115 2.88750E+018 0.000000000000000 0.000000 0.200346 19533.261414175965911 0.185677 19533.261414175973187 0.000000 19533.261414175947721 0.000000 19533.261414175743994 0.014669 19533.261414175973187 0.0000000000
 116 2.91250E+018 0.000000000000000 0.000000 0.200421 19540.628022275217518 0.185747 19540.628022275221156 0.000000 19540.628022275192052 0.000000 19540.628022275144758 0.014674 19540.628022275217518 0.0000000000
 117 2.93750E+018 0.000000000000000 0.000000 0.200496 19547.855323805375519 0.185816 19547.855323805364606 0.000000 19547.855323805400985 0.000000 19547.855323805095395 0.014679 19547.855323805360968 0.0000000000
 118 2.96250E+018 0.000000000000000 0.000000 0.200568 19554.947033338201436 0.185884 19554.947033338197798 0.000000 19554.947033338168694 0.000000 19554.947033337932226 0.014685 19554.947033338194160 0.0000000000
 119 2.98750E+018 0.000000000000000 0.000000 0.200640 19561.905647421172034 0.185950 19561.905647421161120 0.000000 19561.905647421179310 0.000000 19561.905647420997411 0.014690 19561.905647421164758 0.0000000000
 120 3.01250E+018 0.000000000000000 0.000000 0.200710 19568.734717610812368 0.186015 19568.734717610812368 0.000000 19568.734717610765074 0.000000 19568.734717610630469 0.014695 19568.734717610816006 0.0000000000
 121 3.03750E+018 0.000000000000000 0.000000 0.200778 19575.437318609976501 0.186078 19575.437318609969225 0.000000 19575.437318609991053 0.000000 19575.437318609689100 0.014700 19575.437318609972863 0.0000000000
 122 3.06250E+018 0.000000000000000 0.000000 0.200846 19582.016440052891994 0.186141 19582.016440052881080 0.000000 19582.016440052888356 0.000000 19582.016440052611870 0.014705 19582.016440052881080 0.0000000000
 123 3.08750E+018 0.000000000000000 0.000000 0.200912 19588.475270709692268 0.186202 19588.475270709688630 0.000000 19588.475270709706820 0.000000 19588.475270709528559 0.014710 19588.475270709692268 0.0000000000
 124 3.11250E+018 0.000000000000000 0.000000 0.200977 19594.816057111213013 0.186263 19594.816057111213013 0.000000 19594.816057111180271 0.000000 19594.816057111322152 0.014715 19594.816057111213013 0.0000000000
 125 3.13750E+018 0.000000000000000 0.000000 0.201041 19601.041848773362290 0.186322 19601.041848773351376 0.000000 19601.041848773373204 0.000000 19601.041848773114907 0.014719 19601.041848773355014 0.0000000000
